id,locality,price_cr,sqft
2252,Bandra East,2.73,1015
2253,Chembur,6.47,1003
2254,Borivali West,6.06,808
2255,Worli,3.74,740
2256,Borivali West,2.34,1056
2257,Andheri West,3.12,906
2258,Bandra East,6.58,678
2259,Andheri West,3.26,979
2260,Chembur,7.11,762
2261,Borivali West,3.69,1748
2262,Worli,4.21,1049
2263,Andheri West,6.4,1344
2264,Chembur,1.62,1339
2265,Worli,5.82,1728
2266,Worli,2.34,1139
2267,Bandra East,6.63,1189
2268,Borivali West,6.44,1229
2269,Chembur,5.77,1179
2270,Powai,5.7,1291
2271,Andheri West,2.96,1313
2272,Worli,2.56,1023
2273,Borivali West,3.14,632
2274,Worli,6.64,621
2275,Bandra East,1.35,1673
2276,Bandra East,6.89,990
2277,Worli,2.6,1699
2278,Borivali West,1.65,1481
2279,Borivali West,4.61,1721
2280,Andheri West,4.69,1331
2281,Worli,7.79,1116
2282,Worli,8.28,1358
2283,Borivali West,4.21,1676
2284,Andheri West,2.43,1421
2285,Chembur,2.62,1482
2286,Chembur,8.17,1229
2287,Powai,6.15,605
2288,Bandra East,5.42,1598
2289,Chembur,2.2,1413
2290,Andheri West,6.58,1400
2291,Bandra East,2.29,1424
2292,Andheri West,3.03,907
2293,Andheri West,2.07,817
2294,Borivali West,3.77,1757
2295,Bandra East,4.66,972
2296,Powai,7.34,1707
2297,Chembur,7.73,1410
2298,Chembur,1.39,1149
2299,Borivali West,7.6,1241
2300,Andheri West,3.38,1462
2301,Powai,6.97,1491
2302,Andheri West,2.04,1190
2303,Andheri West,7.52,1256
2304,Andheri West,3.81,707
2305,Powai,6.72,627
2306,Chembur,1.49,918
2307,Borivali West,2.23,640
2308,Borivali West,2.4,1425
2309,Worli,3.32,815
2310,Bandra East,7.97,1750
2311,Chembur,3.72,1672
2312,Borivali West,4.94,718
2313,Worli,8.12,913
2314,Worli,3.92,1303
2315,Bandra East,5.13,1426
2316,Chembur,4.24,964
2317,Worli,7.4,885
2318,Bandra East,7.94,640
2319,Andheri West,6.48,776
2320,Worli,1.62,1209
2321,Chembur,4.34,881
2322,Bandra East,5.9,990
2323,Andheri West,2.19,1372
2324,Chembur,6.24,865
2325,Worli,3.36,851
2326,Chembur,7.39,1055
2327,Bandra East,2.08,875
2328,Powai,5.73,1093
2329,Chembur,4.53,1530
2330,Powai,5.43,778
2331,Borivali West,5.86,1683
2332,Bandra East,7.84,708
2333,Worli,2.95,1155
2334,Powai,8.49,1259
2335,Chembur,2.08,1135
2336,Powai,6.63,1749
2337,Chembur,5.08,1023
2338,Andheri West,4.52,1657
2339,Worli,2.82,1438
2340,Andheri West,5.81,1503
2341,Powai,6.77,1581
2342,Borivali West,7.62,1407
2343,Borivali West,1.46,868
2344,Bandra East,7.85,924
2345,Chembur,5.91,1124
2346,Chembur,2.0,710
2347,Powai,2.1,938
2348,Bandra East,5.37,794
2349,Andheri West,7.73,1243
2350,Borivali West,2.92,1212
2351,Worli,6.37,1415
2352,Chembur,3.72,1419
2353,Powai,2.87,1289
2354,Andheri West,2.64,815
2355,Bandra East,7.09,624
2356,Andheri West,1.64,1684
2357,Bandra East,2.02,1483
2358,Andheri West,3.32,1695
2359,Bandra East,6.37,875
2360,Borivali West,4.6,874
2361,Chembur,4.02,1087
2362,Borivali West,1.83,1488
2363,Borivali West,6.91,1539
2364,Andheri West,2.66,1398
2365,Andheri West,1.21,930
2366,Bandra East,6.01,629
2367,Borivali West,6.15,879
2368,Borivali West,2.59,1191
2369,Borivali West,1.36,921
2370,Worli,5.24,1733
2371,Borivali West,3.55,1345
2372,Bandra East,1.62,990
2373,Andheri West,5.67,1112
2374,Worli,5.17,1651
2375,Powai,7.04,678
2376,Chembur,3.87,1156
2377,Powai,2.52,1724
2378,Borivali West,6.18,1399
2379,Worli,6.93,795
2380,Andheri West,8.04,1035
2381,Powai,2.56,1197
2382,Chembur,3.42,1375
2383,Chembur,1.59,1159
2384,Andheri West,4.77,1366
2385,Andheri West,4.04,1388
2386,Andheri West,3.32,619
2387,Andheri West,7.92,1410
2388,Andheri West,4.92,1747
2389,Borivali West,2.98,1275
2390,Bandra East,7.66,1278
2391,Worli,1.58,848
2392,Borivali West,1.44,771
2393,Worli,1.91,1345
2394,Andheri West,1.35,1159
2395,Bandra East,8.11,1320
2396,Borivali West,5.45,1135
2397,Bandra East,1.49,1440
2398,Bandra East,3.27,1227
2399,Chembur,4.1,1644
2400,Andheri West,7.53,1777
2401,Powai,5.93,612
2402,Powai,6.29,1420
2403,Bandra East,2.59,1794
2404,Powai,3.88,635
2405,Bandra East,5.64,1721
2406,Powai,6.86,835
2407,Andheri West,7.79,1460
2408,Borivali West,8.27,1014
2409,Powai,6.04,1491
2410,Chembur,2.87,1318
2411,Borivali West,2.91,1336
2412,Worli,6.34,933
2413,Powai,6.31,1381
2414,Worli,6.93,1207
2415,Andheri West,5.98,1589
2416,Bandra East,1.95,1129
2417,Worli,6.63,1178
2418,Borivali West,8.32,1219
2419,Chembur,1.63,1580
2420,Chembur,1.7,1792
2421,Borivali West,7.69,825
2422,Andheri West,2.84,822
2423,Borivali West,7.98,1624
2424,Borivali West,6.8,688
2425,Borivali West,5.87,1719
2426,Worli,1.42,971
2427,Andheri West,1.48,1653
2428,Worli,5.55,1235
2429,Borivali West,2.13,1165
2430,Borivali West,6.2,887
2431,Bandra East,5.85,1475
2432,Borivali West,1.41,1165
2433,Worli,4.38,1795
2434,Worli,5.44,1466
2435,Bandra East,6.88,754
2436,Worli,6.46,1291
2437,Worli,2.8,607
2438,Powai,5.1,1093
2439,Worli,2.38,1102
2440,Worli,6.51,1149
2441,Powai,3.5,1620
2442,Worli,1.25,1698
2443,Worli,3.25,1084
2444,Bandra East,4.97,635
2445,Bandra East,2.53,1003
2446,Chembur,4.06,674
2447,Powai,3.89,1054
2448,Borivali West,1.41,677
2449,Powai,3.65,1214
2450,Worli,3.95,831
2451,Bandra East,8.34,656
2452,Bandra East,5.5,865
2453,Bandra East,5.53,708
2454,Bandra East,5.7,794
2455,Andheri West,4.81,937
2456,Borivali West,7.85,865
2457,Bandra East,4.92,635
2458,Chembur,5.74,1715
2459,Powai,1.33,1762
2460,Borivali West,1.54,828
2461,Andheri West,4.18,1783
2462,Bandra East,3.95,1523
2463,Chembur,3.8,678
2464,Powai,5.11,1624
2465,Chembur,3.77,1776
2466,Chembur,5.69,993
2467,Andheri West,6.55,1327
2468,Bandra East,4.66,1496
2469,Chembur,7.33,775
2470,Worli,6.18,1127
2471,Andheri West,2.59,1324
2472,Andheri West,6.72,1419
2473,Chembur,6.93,1106
2474,Powai,6.4,1162
2475,Powai,2.25,1476
2476,Powai,7.88,1307
2477,Bandra East,3.26,1539
2478,Borivali West,2.2,1697
2479,Borivali West,2.32,1304
2480,Borivali West,2.91,1014
2481,Powai,8.17,1031
2482,Powai,3.63,1608
2483,Chembur,4.42,1181
2484,Bandra East,7.41,686
2485,Powai,2.17,760
2486,Powai,4.21,1565
2487,Powai,7.41,1778
2488,Chembur,5.62,1488
2489,Bandra East,4.45,964
2490,Chembur,4.31,991
2491,Borivali West,4.71,908
2492,Borivali West,6.25,1406
2493,Bandra East,7.26,713
2494,Powai,7.55,751
2495,Borivali West,7.6,1674
2496,Borivali West,4.79,1686
2497,Chembur,5.44,691
2498,Powai,5.14,1700
2499,Powai,7.21,1259
2500,Borivali West,7.88,1085
2501,Borivali West,1.59,1680
2502,Bandra East,4.91,1719
2503,Chembur,3.57,698
2504,Borivali West,1.65,1164
2505,Bandra East,3.44,1377
2506,Borivali West,7.59,1466
2507,Chembur,4.29,1728
2508,Bandra East,1.22,1012
2509,Borivali West,7.07,1753
2510,Chembur,6.74,1789
2511,Borivali West,4.37,1340
2512,Chembur,6.11,1062
2513,Andheri West,2.7,1633
2514,Chembur,4.26,1095
2515,Andheri West,7.74,1353
2516,Chembur,4.34,603
2517,Powai,4.64,1273
2518,Powai,7.4,1471
2519,Worli,3.2,950
2520,Chembur,1.34,1662
2521,Andheri West,8.19,1122
2522,Powai,6.67,1592
2523,Powai,7.21,906
2524,Borivali West,5.48,965
2525,Borivali West,3.86,955
2526,Chembur,3.08,1570
2527,Powai,5.98,1055
2528,Chembur,3.03,1105
2529,Andheri West,4.03,1600
2530,Worli,1.27,1470
2531,Borivali West,3.75,1494
2532,Worli,3.13,1446
2533,Bandra East,8.05,807
2534,Andheri West,4.19,1286
2535,Powai,8.33,850
2536,Bandra East,1.43,1785
2537,Chembur,7.74,1619
2538,Andheri West,5.52,1020
2539,Bandra East,3.64,998
2540,Chembur,4.63,1453
2541,Worli,2.33,1053
2542,Chembur,1.4,1228
2543,Andheri West,1.4,1196
2544,Bandra East,4.18,1174
2545,Bandra East,3.86,1118
2546,Chembur,5.63,1510
2547,Powai,3.53,835
2548,Chembur,5.28,1025
2549,Borivali West,5.77,1486
2550,Borivali West,2.48,1020
2551,Worli,2.54,863
2552,Worli,6.67,1083
2553,Bandra East,2.46,1172
2554,Andheri West,3.87,1088
2555,Bandra East,3.78,1270
2556,Chembur,5.39,1467
2557,Worli,3.3,1119
2558,Worli,5.49,1051
2559,Worli,6.96,933
2560,Powai,6.1,958
2561,Bandra East,5.53,1139
2562,Chembur,4.82,765
2563,Chembur,8.12,819
2564,Borivali West,5.09,1401
2565,Bandra East,6.8,1327
2566,Andheri West,3.47,1246
2567,Andheri West,4.05,757
2568,Chembur,5.92,1317
2569,Powai,7.83,711
2570,Powai,8.45,1222
2571,Andheri West,3.73,878
2572,Worli,2.98,991
2573,Worli,3.81,1780
2574,Bandra East,6.01,1413
2575,Powai,2.4,790
2576,Borivali West,6.31,1256
2577,Powai,1.97,1024
2578,Chembur,6.77,1343
2579,Andheri West,7.11,1748
2580,Worli,7.64,1537
2581,Powai,3.38,1194
2582,Chembur,1.49,932
2583,Chembur,2.0,894
2584,Andheri West,3.75,1100
2585,Powai,2.79,1236
2586,Borivali West,8.35,1778
2587,Borivali West,6.05,658
2588,Powai,6.31,1478
2589,Worli,2.31,1065
2590,Bandra East,1.47,1359
2591,Andheri West,6.57,1729
2592,Borivali West,6.51,868
2593,Bandra East,1.58,1316
2594,Chembur,5.06,1478
2595,Chembur,4.74,1428
2596,Chembur,5.24,1223
2597,Powai,6.5,1630
2598,Worli,7.46,1353
2599,Borivali West,7.18,630
2600,Bandra East,2.79,1556
2601,Andheri West,7.34,1362
2602,Bandra East,6.98,1059
2603,Chembur,4.05,1447
2604,Andheri West,1.4,1756
2605,Chembur,2.31,1695
2606,Powai,5.84,1481
2607,Andheri West,3.71,1666
2608,Powai,5.61,1532
2609,Bandra East,2.38,1227
2610,Bandra East,4.49,1797
2611,Borivali West,7.71,1144
2612,Bandra East,2.24,1079
2613,Powai,3.7,644
2614,Bandra East,8.46,945
2615,Borivali West,1.84,1020
2616,Worli,8.38,1576
2617,Powai,1.45,1375
2618,Borivali West,8.33,868
2619,Worli,3.19,1074
2620,Chembur,3.91,635
2621,Chembur,7.52,1329
2622,Worli,3.29,1348
2623,Borivali West,3.35,1556
2624,Borivali West,2.45,1698
2625,Bandra East,8.35,790
2626,Powai,2.15,1374
2627,Chembur,2.56,955
2628,Powai,7.17,1396
2629,Chembur,3.33,1325
2630,Borivali West,7.65,1348
2631,Bandra East,4.61,607
2632,Bandra East,7.46,863
2633,Powai,5.26,1306
2634,Borivali West,7.97,724
2635,Bandra East,8.38,603
2636,Bandra East,8.08,964
2637,Powai,7.13,1466
2638,Worli,6.95,1626
2639,Bandra East,3.41,1682
2640,Borivali West,6.85,1516
2641,Chembur,6.03,1021
2642,Powai,1.66,1231
2643,Bandra East,4.1,695
2644,Bandra East,6.7,713
2645,Worli,3.41,1322
2646,Borivali West,4.2,1426
2647,Borivali West,6.51,821
2648,Andheri West,3.43,950
2649,Andheri West,2.78,1555
2650,Andheri West,7.99,1770
2651,Chembur,2.49,1660
2652,Bandra East,2.26,1611
2653,Powai,2.34,1373
2654,Worli,4.03,1382
2655,Borivali West,3.13,638
2656,Worli,3.17,897
2657,Andheri West,1.64,1410
2658,Worli,7.11,1565
2659,Bandra East,6.1,681
2660,Worli,6.49,1605
2661,Andheri West,7.4,1093
2662,Andheri West,4.81,1583
2663,Andheri West,6.42,1438
2664,Andheri West,7.91,648
2665,Andheri West,4.76,1295
2666,Powai,4.0,1556
2667,Chembur,1.54,1587
2668,Andheri West,3.26,819
2669,Chembur,7.82,1417
2670,Borivali West,1.22,1063
2671,Chembur,3.14,787
2672,Powai,2.48,672
2673,Chembur,5.8,685
2674,Andheri West,7.48,1230
2675,Andheri West,7.29,1464
2676,Andheri West,8.09,1365
2677,Chembur,7.51,702
2678,Powai,7.97,1249
2679,Bandra East,5.5,620
2680,Chembur,1.86,1734
2681,Borivali West,7.27,1128
2682,Andheri West,6.95,1377
2683,Powai,5.28,1325
2684,Worli,4.47,1647
2685,Bandra East,4.36,1611
2686,Worli,5.21,914
2687,Chembur,1.94,1526
2688,Chembur,8.36,1219
2689,Powai,6.01,1371
2690,Borivali West,1.59,1376
2691,Bandra East,6.84,1519
2692,Bandra East,4.28,1320
2693,Bandra East,4.53,1582
2694,Borivali West,1.56,1491
2695,Powai,7.6,1330
2696,Chembur,4.61,1581
2697,Chembur,5.44,1196
2698,Bandra East,4.43,1016
2699,Andheri West,3.08,1257
2700,Bandra East,5.42,1596
2701,Chembur,3.59,632
2702,Bandra East,6.49,1333
2703,Andheri West,5.92,783
2704,Worli,3.51,727
2705,Borivali West,1.26,1503
2706,Andheri West,8.33,891
2707,Worli,3.11,1589
2708,Andheri West,6.09,748
2709,Borivali West,2.64,1464
2710,Chembur,6.53,962
2711,Worli,4.07,1165
2712,Chembur,3.99,1036
2713,Powai,7.01,640
2714,Andheri West,4.47,1497
2715,Borivali West,7.59,1221
2716,Powai,1.29,853
2717,Bandra East,1.57,1728
2718,Bandra East,6.43,1610
2719,Chembur,7.71,1517
2720,Borivali West,7.74,1502
2721,Andheri West,7.59,767
2722,Powai,3.58,991
2723,Borivali West,7.84,695
2724,Chembur,7.46,728
2725,Andheri West,2.37,1416
2726,Andheri West,4.09,1594
2727,Borivali West,6.46,1636
2728,Powai,3.25,1523
2729,Borivali West,3.54,1274
2730,Powai,5.78,1122
2731,Bandra East,5.1,785
2732,Chembur,2.85,918
2733,Borivali West,2.47,1322
2734,Chembur,6.77,1097
2735,Bandra East,4.82,1277
2736,Powai,7.19,1789
2737,Borivali West,6.28,616
2738,Worli,5.07,681
2739,Bandra East,5.9,1770
2740,Worli,6.1,814
2741,Borivali West,4.07,870
2742,Chembur,2.57,1502
2743,Powai,2.33,1800
2744,Worli,4.93,955
2745,Chembur,3.02,1548
2746,Andheri West,5.89,635
2747,Powai,3.05,1003
2748,Borivali West,6.72,1647
2749,Bandra East,7.35,1789
2750,Chembur,3.5,872
2751,Bandra East,3.79,618
2752,Andheri West,6.02,1609
2753,Andheri West,2.06,815
2754,Andheri West,8.38,1696
2755,Andheri West,4.34,1787
2756,Andheri West,5.69,1468
2757,Worli,2.61,614
2758,Powai,1.78,844
2759,Bandra East,2.75,959
2760,Worli,1.96,1655
2761,Powai,3.88,875
2762,Powai,4.5,1391
2763,Powai,7.33,1207
2764,Borivali West,6.69,1183
2765,Andheri West,3.94,1261
2766,Worli,8.33,788
2767,Worli,3.43,1439
2768,Chembur,1.85,974
2769,Borivali West,6.73,1429
2770,Andheri West,3.78,1457
2771,Worli,5.29,1732
2772,Bandra East,3.86,928
2773,Andheri West,7.5,851
2774,Bandra East,1.59,1588
2775,Bandra East,3.12,1228
2776,Borivali West,5.58,1502
2777,Borivali West,2.8,726
2778,Bandra East,3.73,1639
2779,Borivali West,3.33,1211
2780,Borivali West,2.72,1775
2781,Borivali West,5.5,1003
2782,Worli,2.51,1148
2783,Andheri West,1.38,943
2784,Powai,3.72,646
2785,Andheri West,2.14,1291
2786,Bandra East,6.63,680
2787,Worli,4.72,1642
2788,Bandra East,6.15,1014
2789,Worli,6.93,1702
2790,Worli,6.5,1678
2791,Bandra East,1.75,670
2792,Bandra East,6.89,1593
2793,Andheri West,2.64,747
2794,Borivali West,2.3,1214
2795,Worli,3.65,1210
2796,Borivali West,8.31,1731
2797,Andheri West,4.01,1691
2798,Bandra East,6.99,1142
2799,Borivali West,2.54,1463
2800,Bandra East,3.0,1454
2801,Chembur,1.61,648
2802,Chembur,3.23,1499
2803,Powai,5.52,742
2804,Worli,1.74,1455
2805,Worli,4.93,605
2806,Worli,3.64,783
2807,Bandra East,7.43,1281
2808,Chembur,3.97,1444
2809,Bandra East,2.31,1417
2810,Borivali West,1.94,781
2811,Powai,2.26,1464
2812,Bandra East,4.46,1301
2813,Bandra East,3.31,917
2814,Powai,7.99,1711
2815,Andheri West,7.31,1674
2816,Bandra East,2.1,1316
2817,Worli,6.63,1219
2818,Borivali West,6.63,1478
2819,Chembur,7.25,692
2820,Worli,8.07,1481
2821,Borivali West,8.08,799
2822,Bandra East,2.14,962
2823,Chembur,7.12,1334
2824,Worli,4.97,775
2825,Andheri West,6.48,681
2826,Bandra East,2.46,1156
2827,Borivali West,2.06,969
2828,Andheri West,6.05,1014
2829,Borivali West,5.33,969
2830,Worli,2.55,1527
2831,Chembur,5.07,1707
2832,Powai,2.23,1033
2833,Chembur,3.78,1302
2834,Worli,3.22,1544
2835,Worli,3.25,638
2836,Bandra East,1.93,1504
2837,Worli,5.8,672
2838,Chembur,7.39,1074
2839,Andheri West,6.07,898
2840,Powai,8.18,1798
2841,Worli,3.18,1072
2842,Chembur,6.38,874
2843,Borivali West,8.23,823
2844,Worli,6.5,707
2845,Chembur,4.36,1736
2846,Chembur,6.4,1579
2847,Chembur,5.76,1607
2848,Powai,3.82,1054
2849,Andheri West,1.28,1406
2850,Andheri West,3.02,1506
2851,Chembur,6.91,1251
2852,Andheri West,6.34,1575
2853,Borivali West,4.84,1287
2854,Borivali West,7.88,645
2855,Worli,3.28,830
2856,Andheri West,1.84,1315
2857,Andheri West,7.41,1023
2858,Powai,1.8,702
2859,Powai,5.65,1714
2860,Worli,1.46,1555
2861,Andheri West,4.0,1700
2862,Borivali West,1.8,1084
2863,Borivali West,4.33,768
2864,Bandra East,1.51,1041
2865,Worli,4.2,1533
2866,Worli,2.3,1694
2867,Powai,7.58,1302
2868,Borivali West,4.24,706
2869,Borivali West,6.57,1503
2870,Worli,5.62,1633
2871,Borivali West,6.26,1057
2872,Chembur,6.87,953
2873,Worli,6.45,1612
2874,Bandra East,7.74,1699
2875,Worli,2.83,1670
2876,Worli,4.24,1113
2877,Chembur,5.37,1430
2878,Andheri West,8.4,1734
2879,Chembur,8.4,1065
2880,Andheri West,2.67,1539
2881,Borivali West,6.22,1797
2882,Worli,1.75,1757
2883,Borivali West,1.6,1757
2884,Borivali West,6.16,705
2885,Andheri West,5.33,1231
2886,Andheri West,4.08,642
2887,Powai,7.06,1029
2888,Worli,2.44,1720
2889,Andheri West,4.79,1271
2890,Bandra East,7.44,1321
2891,Powai,8.27,1115
2892,Chembur,2.99,787
2893,Worli,7.79,705
2894,Andheri West,6.76,1072
2895,Andheri West,5.07,1612
2896,Worli,3.75,1326
2897,Borivali West,2.66,899
2898,Andheri West,6.61,995
2899,Bandra East,8.39,1674
2900,Powai,7.21,1581
2901,Borivali West,7.02,1590
2902,Chembur,2.01,1144
2903,Borivali West,5.55,811
2904,Borivali West,6.6,1787
2905,Bandra East,3.68,1455
2906,Bandra East,7.14,1347
2907,Borivali West,6.5,836
2908,Andheri West,3.87,898
2909,Borivali West,2.79,1646
2910,Powai,2.7,1500
2911,Borivali West,1.84,1151
2912,Andheri West,6.81,1100
2913,Chembur,8.09,827
2914,Bandra East,2.28,1097
2915,Powai,5.84,1463
2916,Andheri West,5.51,1350
2917,Worli,7.4,667
2918,Worli,5.81,1449
2919,Borivali West,6.89,1364
2920,Chembur,4.12,1201
2921,Worli,3.88,1054
2922,Borivali West,7.64,1221
2923,Bandra East,1.46,1200
2924,Andheri West,6.45,793
2925,Worli,8.24,1334
2926,Chembur,5.37,946
2927,Borivali West,8.49,946
2928,Borivali West,1.94,907
2929,Andheri West,6.16,1755
2930,Powai,1.27,1178
2931,Worli,7.85,974
2932,Borivali West,1.96,949
2933,Borivali West,7.9,745
2934,Powai,5.57,1072
2935,Andheri West,3.71,998
2936,Chembur,7.85,1568
2937,Chembur,6.09,858
2938,Andheri West,6.45,625
2939,Bandra East,4.43,807
2940,Powai,7.29,1161
2941,Bandra East,3.26,1715
2942,Worli,1.73,954
2943,Andheri West,5.07,1328
2944,Worli,2.22,881
2945,Worli,5.11,1014
2946,Borivali West,2.24,1329
2947,Powai,6.24,615
2948,Borivali West,8.09,1518
2949,Powai,5.33,770
2950,Borivali West,5.49,1367
2951,Borivali West,7.44,1513
2952,Bandra East,8.3,1331
2953,Worli,1.83,1327
2954,Powai,1.77,1182
2955,Bandra East,1.99,999
2956,Chembur,3.34,797
2957,Andheri West,7.87,1127
2958,Powai,5.71,637
2959,Worli,4.89,1181
2960,Borivali West,2.19,827
2961,Bandra East,7.65,1715
2962,Borivali West,2.37,1297
2963,Bandra East,1.89,973
2964,Chembur,7.45,1239
2965,Chembur,2.91,1177
2966,Borivali West,5.16,1516
2967,Chembur,2.42,1760
2968,Andheri West,5.26,1737
2969,Powai,8.45,1546
2970,Borivali West,8.24,1360
2971,Powai,3.95,612
2972,Chembur,3.22,1489
2973,Bandra East,6.56,1166
2974,Chembur,1.39,1587
2975,Borivali West,4.14,1095
2976,Powai,5.8,949
2977,Worli,1.73,1262
2978,Borivali West,1.95,678
2979,Borivali West,2.45,1133
2980,Andheri West,2.07,683
2981,Worli,5.32,1319
2982,Bandra East,4.38,1736
2983,Powai,7.77,655
2984,Andheri West,3.23,1290
2985,Powai,5.09,638
2986,Powai,3.95,675
2987,Chembur,3.71,1480
2988,Bandra East,3.12,614
2989,Andheri West,5.75,648
2990,Powai,2.33,1731
2991,Andheri West,4.74,931
2992,Bandra East,5.74,1510
2993,Powai,2.53,1297
2994,Bandra East,2.4,799
2995,Andheri West,3.29,1243
2996,Borivali West,4.77,1026
2997,Worli,7.82,947
2998,Borivali West,2.39,914
2999,Andheri West,7.75,1162
3000,Borivali West,7.44,808
3001,Andheri West,6.91,1730
3002,Andheri West,1.87,1157
3003,Andheri West,4.55,858
3004,Andheri West,1.6,1173
3005,Borivali West,2.54,1426
3006,Worli,6.46,1617
3007,Worli,7.64,1481
3008,Powai,4.04,990
3009,Worli,4.63,617
3010,Worli,8.27,1037
3011,Powai,5.76,1545
3012,Borivali West,2.71,1049
3013,Worli,1.33,1464
3014,Borivali West,4.98,1281
3015,Borivali West,4.4,838
3016,Borivali West,7.09,1066
3017,Powai,3.81,1684
3018,Bandra East,2.22,1016
3019,Andheri West,2.87,1412
3020,Powai,7.37,1321
3021,Powai,6.32,1227
3022,Worli,7.71,1195
3023,Borivali West,1.97,1273
3024,Bandra East,7.72,1579
3025,Borivali West,7.81,1324
3026,Andheri West,7.83,1650
3027,Worli,5.66,1681
3028,Chembur,8.18,980
3029,Chembur,5.0,1325
3030,Powai,7.27,1176
3031,Worli,5.74,1075
3032,Borivali West,3.34,1627
3033,Powai,5.3,1087
3034,Borivali West,4.51,779
3035,Worli,3.53,1053
3036,Chembur,2.52,1034
3037,Powai,1.8,1444
3038,Bandra East,2.88,1111
3039,Powai,2.88,1032
3040,Chembur,4.55,960
3041,Worli,6.64,1544
3042,Powai,6.57,1646
3043,Chembur,7.27,1033
3044,Bandra East,4.48,1679
3045,Powai,5.2,1768
3046,Worli,2.43,653
3047,Powai,7.16,1080
3048,Andheri West,7.58,1475
3049,Powai,4.15,1178
3050,Worli,6.46,1150
3051,Powai,3.47,1660
3052,Andheri West,1.59,1028
3053,Powai,7.42,1148
3054,Worli,7.9,1247
3055,Bandra East,7.66,700
3056,Powai,7.69,781
3057,Andheri West,5.69,1021
3058,Worli,1.59,991
3059,Andheri West,7.43,1775
3060,Powai,7.42,1526
3061,Borivali West,6.58,1316
3062,Borivali West,4.23,1096
3063,Powai,2.89,1091
3064,Borivali West,1.41,1506
3065,Chembur,7.36,601
3066,Borivali West,3.94,993
3067,Powai,4.12,787
3068,Andheri West,7.91,655
3069,Bandra East,8.17,985
3070,Bandra East,7.9,1711
3071,Bandra East,5.9,824
3072,Chembur,6.3,686
3073,Bandra East,3.61,1031
3074,Bandra East,5.96,1167
3075,Chembur,2.27,860
3076,Borivali West,7.6,1393
3077,Chembur,8.33,986
3078,Bandra East,2.18,1616
3079,Worli,3.91,998
3080,Bandra East,4.26,1602
3081,Chembur,7.9,939
3082,Worli,4.64,1307
3083,Andheri West,2.15,1375
3084,Bandra East,6.75,1437
3085,Borivali West,4.14,637
3086,Borivali West,2.22,1416
3087,Andheri West,4.92,1289
3088,Chembur,1.99,1544
3089,Bandra East,5.78,1254
3090,Worli,5.16,1696
3091,Chembur,8.23,1086
3092,Bandra East,1.75,1511
3093,Powai,4.67,1449
3094,Chembur,4.27,858
3095,Chembur,7.64,1748
3096,Chembur,2.73,1178
3097,Borivali West,4.2,1536
3098,Powai,8.34,1435
3099,Andheri West,8.02,1466
3100,Chembur,4.35,917
3101,Worli,2.87,638
3102,Borivali West,2.6,1704
3103,Borivali West,1.96,1265
3104,Andheri West,2.03,1548
3105,Powai,1.3,1644
3106,Powai,1.47,1723
3107,Powai,5.32,1364
3108,Powai,2.35,1293
3109,Andheri West,1.54,1581
3110,Powai,2.01,926
3111,Powai,7.55,1686
3112,Borivali West,7.37,1390
3113,Worli,7.18,1135
3114,Bandra East,6.71,1588
3115,Andheri West,7.13,738
3116,Bandra East,3.06,991
3117,Bandra East,5.52,1338
3118,Worli,1.86,722
3119,Bandra East,7.47,1449
3120,Andheri West,7.9,931
3121,Chembur,2.1,770
3122,Borivali West,4.02,1142
3123,Andheri West,7.99,1547
3124,Powai,6.85,1215
3125,Borivali West,1.74,1727
3126,Chembur,6.69,888
3127,Worli,3.51,1228
3128,Chembur,2.63,654
3129,Worli,2.54,962
3130,Chembur,7.74,1055
3131,Bandra East,8.46,1097
3132,Chembur,3.12,1781
3133,Borivali West,5.49,1302
3134,Andheri West,8.28,878
3135,Borivali West,8.22,930
3136,Worli,3.02,1763
3137,Andheri West,4.04,1058
3138,Worli,2.0,1508
3139,Worli,5.94,1465
3140,Andheri West,2.37,1714
3141,Bandra East,4.42,664
3142,Worli,1.9,1142
3143,Andheri West,4.75,977
3144,Worli,8.14,1720
3145,Borivali West,8.18,1368
3146,Borivali West,1.59,1377
3147,Borivali West,8.22,643
3148,Andheri West,5.94,1167
3149,Borivali West,1.48,798
3150,Borivali West,6.7,828
3151,Chembur,3.17,995
3152,Worli,8.44,756
3153,Worli,3.0,1228
3154,Powai,5.0,691
3155,Worli,5.88,1621
3156,Chembur,1.33,1108
3157,Chembur,1.78,1006
3158,Worli,5.64,818
3159,Bandra East,6.53,793
3160,Powai,6.58,1486
3161,Andheri West,4.81,1300
3162,Bandra East,6.21,1123
3163,Borivali West,7.14,1256
3164,Borivali West,1.55,1042
3165,Andheri West,7.85,1150
3166,Powai,7.19,1073
3167,Andheri West,2.79,1485
3168,Worli,6.6,1286
3169,Worli,6.98,915
3170,Powai,3.62,1524
3171,Chembur,3.99,1350
3172,Chembur,6.89,1470
3173,Andheri West,7.24,1666
3174,Borivali West,6.48,1069
3175,Chembur,6.12,702
3176,Chembur,4.62,1701
3177,Bandra East,3.68,1085
3178,Bandra East,2.46,1724
3179,Borivali West,8.13,1482
3180,Powai,5.17,1555
3181,Borivali West,2.44,1210
3182,Bandra East,3.75,699
3183,Borivali West,7.39,1771
3184,Worli,7.88,1086
3185,Chembur,3.46,1598
3186,Worli,5.46,1624
3187,Bandra East,2.19,745
3188,Borivali West,7.55,814
3189,Worli,1.41,1268
3190,Powai,6.29,1137
